,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-07-07,46348,1202,105094,24512,295497,34664,47033,12414,10569,213794,100470,1071,8539,149574,48626,32153,16860,17519,68263,3440,70396,110338,73900,39133,32214,25643,1327,20201,23785,5932,175089,13727,398237,76290,3972,58904,17220,10605,95242,8714,17154,47352,7163,54184,212599,26033,1254,66740,37916,3505,32556,1709
2020-07-08,48149,1243,108614,25246,303375,35116,47108,12462,10642,223783,103890,1094,8969,150554,49063,32624,17332,17919,70151,3460,70861,110602,74551,39589,32888,26402,1371,20425,24301,5952,175288,14017,398929,77687,4071,60181,17894,10817,96143,8745,17204,48909,7242,55823,223286,26755,1256,67375,38563,3707,33154,1740
2020-07-09,49695,1289,112671,26052,311532,35525,47209,12531,10679,232718,106727,1130,9429,151572,49575,33254,17785,18245,71994,3486,71447,110897,75063,40163,33591,27195,1466,20623,24904,5973,175567,14251,399513,79656,4155,61331,18497,11188,96891,8862,17243,50691,7336,57622,233452,27356,1272,67988,39202,3826,33908,1769
2020-07-10,51329,1344,116892,26803,319868,36191,47287,12652,10743,244151,111217,1158,9929,152899,50300,34172,18303,18672,74636,3499,71910,111110,75685,40767,34622,27885,1593,20777,25908,5991,175964,14549,400299,82032,4243,62856,19092,11454,97807,9137,17312,52419,7401,59586,243736,28223,1277,68931,39806,3983,34753,1790
2020-07-11,52802,1421,119930,27864,328126,36591,47287,12743,10801,254511,114401,1200,10506,154094,51079,34658,18687,19121,76803,3520,72467,111398,76370,41571,35419,28434,1677,20998,26838,6024,176332,14773,401029,83906,4333,64214,19779,11851,98634,9366,17312,54699,7454,60760,251346,28855,1283,69782,40672,4146,35679,1839
2020-07-12,54781,1511,122467,28367,335714,36913,47287,12804,10847,269811,116935,1220,10903,155048,51612,35410,18981,19389,78122,3539,73109,111597,76776,42281,36287,28726,1758,21172,27683,6054,176708,15028,401706,85771,4435,65592,20235,12170,99294,9654,17312,56648,7499,63075,257714,29484,1296,70670,41749,4244,36448,1862
2020-07-13,56168,1573,123824,28939,343581,37236,47510,12879,10906,282435,120572,1243,11404,155931,52037,35631,19645,19653,79827,3558,73527,111827,77198,42772,36680,29192,1843,21399,28515,6068,176995,15291,402263,87669,4488,66853,20746,12438,99697,10010,17487,58168,7524,64891,268304,30030,1301,71642,42295,4313,36942,1903
2020-07-14,58284,1614,128097,29812,354680,37686,47530,12969,10946,291629,123963,1264,11720,156638,52685,35866,19887,20223,82042,3566,74260,112130,77864,43170,37542,30173,1952,21717,29619,6091,177450,15514,403175,90000,4560,67995,21740,12805,100611,10123,17588,60389,7572,66994,277325,30478,1305,72443,43037,4407,37906,1950
2020-07-15,60194,1665,131354,30297,363235,38155,47636,13050,11026,301810,127838,1292,12449,157825,53370,36536,20349,20677,84131,3578,75016,112347,78913,43742,38567,30995,2096,21979,30468,6113,177863,15841,404006,91837,4663,69311,22814,13081,101599,10379,17640,62245,7652,68915,287065,30891,1318,73527,44299,4557,38727,1985
2020-07-16,62128,1728,134613,31114,373209,38726,47750,13114,11076,315775,131287,1311,13134,159082,54080,37350,20817,21083,86411,3598,75664,112581,79839,44347,39797,31831,2231,22134,31915,6139,178137,16138,404775,93708,4786,70601,23440,13509,102429,10574,17711,64083,7694,71862,295327,31845,1325,74431,45052,4657,39627,2026
2020-07-17,64152,1771,138523,31762,382129,39344,47893,13337,11115,327241,135192,1334,13753,160509,54813,37903,21388,21605,88590,3636,76371,112879,80593,45013,40829,32734,2366,22361,33295,6165,178234,16456,405551,95570,4901,72280,24140,13802,103466,11120,17793,66060,7789,73982,301476,32572,1334,75433,46022,4783,40507,2069
2020-07-18,66181,1831,141265,32533,390692,39788,47893,13429,11194,337569,139880,1354,14303,161785,55654,38313,21693,22184,88590,3645,77206,113238,81338,45470,41846,33668,2471,22481,34477,6188,178523,16736,406305,98092,5013,73821,25057,14149,104257,11453,17793,67612,7862,76092,311835,33332,1338,76373,46956,4894,41485,2108
2020-07-19,67733,1914,143624,33228,397420,40142,47893,13519,11261,350047,143129,1381,14874,162750,56571,38813,21996,23161,91706,3687,78131,113534,81868,46204,42638,34462,2533,22583,35765,6203,178515,16971,406807,99803,5119,74932,25266,14579,105029,12063,17793,69986,7906,77661,317593,34117,1350,77430,47751,4990,42315,2126
2020-07-20,69236,1990,145183,33927,406823,40566,48055,13624,11339,360394,145582,1393,15268,163922,57206,39343,22656,23414,94892,3711,78685,113789,82395,47107,43889,35104,2620,22847,36713,6249,178755,17215,407326,101231,5200,76168,25436,14847,105769,12461,17904,71445,7943,78853,327329,34526,1360,78375,48590,5084,43018,2187
2020-07-21,70600,2092,148683,34655,418989,41059,48096,13746,11427,369834,148988,1418,15823,164864,57916,39721,22929,24060,96583,3723,79545,114033,83059,47457,45524,36222,2711,23190,37528,6262,179106,17517,408181,103216,5360,77215,26326,15139,106798,12940,17986,73337,8019,81990,337199,35012,1366,79371,49250,5172,44135,2238
2020-07-22,72594,2174,150609,35246,430587,41698,48223,13792,11529,379619,152302,1435,16322,166475,58673,40208,23480,24540,99354,3722,80172,114320,83730,47961,47071,37510,2812,23486,38657,6295,179549,17828,408886,105276,5484,78742,27298,15393,107576,13038,18062,75042,8077,83969,346412,35578,1366,80393,49982,5212,44847,2288
2020-07-23,74685,2234,152944,36259,439461,42313,48232,13924,11571,389868,156607,1490,16737,168096,59602,40796,23955,25147,101650,3737,80836,114647,84431,48721,48053,39057,2909,23818,39919,6318,179834,18163,409697,107125,5604,80186,27969,15713,108477,13473,18148,76606,8143,86481,355637,36099,1377,81237,50832,5452,45899,2347
2020-07-24,76795,2291,156301,37249,449518,42980,48776,14202,11649,402312,161420,1549,17265,169696,60598,41434,24553,25932,103734,3757,81766,114985,85072,49488,49585,40662,3038,24174,40885,6375,180332,18475,410450,109728,5725,81746,29116,16104,109668,13967,18224,78607,8200,88321,364257,36962,1385,82364,51870,5653,46917,2405
2020-07-25,78188,2379,160041,37981,457569,43789,48776,14175,11717,414511,165188,1620,17265,171122,61520,41886,25008,26764,103734,3790,83054,115268,85622,50291,50981,42034,3259,24395,41816,6415,180881,18788,411200,111421,5865,83184,30081,16104,110771,14540,18224,80008,8305,91394,369727,37623,1396,83609,52669,5775,47870,2446
2020-07-26,79948,2565,162014,38623,464219,44336,48776,14290,11780,423855,167953,1683,18178,172663,62372,42357,25289,27082,107574,3814,83748,115637,86661,51153,52154,43207,3341,24618,42843,6436,181415,19042,411736,112937,5976,84073,31285,16758,111589,15143,18224,81199,8395,93695,374144,37973,1400,84567,53339,5889,48827,2475
2020-07-27,81256,2665,163827,39447,470350,44565,48983,14406,11858,432747,170843,1711,18692,173894,62907,42696,25805,27586,109917,3832,84876,115926,87173,51803,52781,44506,3380,24899,43831,6441,181910,19502,412344,114916,6127,85177,32685,17088,112357,15431,18515,82417,8444,95591,384722,38409,1402,86072,54201,5999,49417,2520
2020-07-28,82698,2774,165934,40181,480360,45314,49077,14476,11945,441977,175052,1757,19220,174968,63678,42928,26055,28111,111038,3838,85524,116182,87958,52281,54085,46214,3474,25157,44936,6500,182457,19791,412878,116700,6216,86497,33775,17408,113447,15840,18725,84109,8492,98078,394761,38855,1405,86994,54979,6120,50179,2589
2020-07-29,84652,2842,168273,40968,491143,45796,49540,14602,11999,451423,178323,1865,19674,176363,64299,43623,26588,28727,112773,3866,86285,116684,88974,52947,55804,47986,3676,25422,45806,6513,182797,20136,413593,118387,6288,87893,34623,17721,114232,16061,18800,85846,8641,99251,401798,39194,1406,87993,55751,6277,51049,2628
2020-07-30,86664,2926,170798,41759,499531,46204,49670,14689,12057,461379,182286,1989,20242,178135,65253,44285,26881,29386,114481,3888,87177,117098,89781,53692,57579,50103,3814,25766,46824,6544,183205,20388,414370,120532,6455,89626,35740,18131,115145,16572,18950,87572,8685,102803,410559,39696,1407,88904,56736,6375,52108,2686
2020-07-31,88266,3036,174010,42511,506939,46809,49810,14788,12057,470386,186352,2111,20716,180115,66154,44753,27362,30151,116280,3912,88346,117612,90574,54463,58747,51580,3965,26211,48088,6583,183953,20600,415014,122298,6587,91159,36487,18492,116152,16781,19022,89016,8764,104546,419149,40196,1414,89888,57586,6579,52940,2726
2020-08-01,90299,3184,177002,43173,515553,47267,49810,14877,12057,480028,190012,2197,21110,181754,67122,45293,27590,30723,116280,3937,89365,118040,91332,55188,59881,52598,4081,26391,49074,6614,184358,20796,415767,124006,6643,92087,37731,18817,117045,17872,19022,90599,8867,106697,423851,40702,1421,90801,58216,6738,54002,2769
2020-08-02,91458,3325,178467,43810,521124,47727,49810,14949,12057,487132,193177,2242,21110,183224,67857,45723,27869,31185,119747,3958,90274,118458,91758,55947,60553,53157,4193,26702,50205,6634,184709,21016,416298,125330,6770,93031,38225,19097,117705,18411,19022,91788,8955,107768,428443,41175,1426,91782,58767,6858,54924,2808
2020-08-03,92502,3385,179497,44597,525730,47968,50062,15055,12313,491884,195435,2448,21670,184522,68433,45905,28432,31508,120846,3970,91144,118657,92374,56560,61125,54226,4233,26956,51199,6660,185017,21130,416843,127630,6919,93963,38602,19366,118282,18791,19246,92951,9020,109556,433318,41529,1427,93106,59447,6978,55328,2848
2020-08-04,93457,3439,180505,45381,531893,48394,50110,15137,12398,497330,197948,2591,22236,185993,69255,46231,28782,32197,124461,3977,91854,119203,93175,57162,62199,55468,4314,27178,52179,6693,185410,21340,417589,128715,7041,95106,39463,19699,119119,19324,19390,94190,9079,111290,451007,41907,1431,94251,60132,7059,56056,2884
2020-08-05,95323,3494,182203,46293,537636,48988,50225,15296,12443,502739,201713,2763,22708,187752,69975,46836,29251,32741,125943,3994,92426,119643,93893,57779,63444,56618,4429,27489,52828,6719,185810,21566,418225,129733,7163,96305,40564,19978,119842,19651,19481,95472,9168,112629,460336,42328,1436,95049,60963,7162,56940,2923
2020-08-06,97044,3528,183656,47028,546020,49436,50245,15365,12518,510389,204895,2914,23401,189705,71015,47559,29612,33254,127246,3999,93005,119874,94656,58640,64400,57709,4602,27821,53557,6742,186233,21773,418928,131802,7312,97471,41401,20224,120652,19934,19611,96797,9273,115353,470077,42915,1445,95867,61686,7278,57779,2953
2020-08-07,98895,3583,185053,48039,553707,49893,50320,15445,12589,518075,209004,3115,23925,191808,72254,48040,30132,33796,128746,4016,93806,120291,95470,59185,65436,58814,4757,28104,54533,6779,186640,21965,419642,133337,7491,98675,42255,20635,121418,20686,19738,98219,9371,117128,478154,43375,1448,97882,62583,7452,58768,3000
2020-08-08,99854,3659,186107,48811,561966,50324,50320,15502,12653,526577,213427,3346,24497,193998,73287,48535,30445,34578,128746,4028,94581,120711,96191,60101,66646,58964,4889,28245,55419,6818,187033,22115,420345,134948,7582,99969,43080,21010,122238,21424,19738,99460,9477,119224,493311,43751,1454,99189,63189,7563,59933,3015
2020-08-09,101466,3760,186923,49383,569323,50660,50320,15575,12753,532806,216596,3498,24675,195380,74328,48919,30644,34982,131399,4044,95503,121040,96726,60898,67173,60307,4952,28432,56230,6835,187399,22315,420860,136346,7699,100848,43566,21272,123016,22121,19738,100435,9605,120791,505339,44127,1459,100086,63769,7695,60554,3050
2020-08-10,102391,3820,187523,50028,580779,51038,50567,15634,12807,536961,219025,3638,25104,196699,74992,49165,31169,35254,131961,4051,96258,121315,97306,61516,67649,61325,5017,28696,56972,6840,187705,22444,421336,137562,7868,101731,43963,21488,123636,22821,19934,101159,9663,121685,518042,44390,1462,100749,64260,7757,61061,3042
2020-08-11,103485,3871,188737,50411,591018,51441,50684,15699,12896,542792,222588,3756,25598,198248,75862,49521,31454,35793,133125,4052,96843,121707,98213,61839,68293,62445,5104,29030,57520,6861,188184,22643,422003,138743,7955,102826,44728,21774,124454,23403,20053,102130,9713,123482,529960,44752,1472,101745,64800,7879,61785,3073
2020-08-12,104219,3925,189443,51096,599339,51756,50706,15765,12959,550901,226153,3958,26134,199893,76522,49973,32086,36945,134304,4070,97384,122000,98689,62303,69374,64019,5268,29244,58048,6887,188703,22816,422703,139739,8155,104248,45398,22022,125342,24074,20129,102974,9815,124724,539045,45090,1478,102521,65439,8018,62263,3086
2020-08-13,104976,4009,190794,51766,605448,52219,50782,15967,13024,557137,228668,4312,26629,201727,77565,50373,32462,37686,135439,4089,98160,122423,99856,62993,69986,65517,5407,29660,58650,6921,189397,22987,423440,140824,8307,105426,46103,22300,126372,24446,20240,103909,9897,127225,545851,45424,1484,103622,66254,8163,63206,3119
2020-08-14,106096,4119,191721,52392,619812,52538,50897,16340,13118,563285,231895,4543,27171,204023,78632,51247,33015,38298,136737,4116,98875,122728,100724,63723,70930,66902,5541,29988,59749,6964,190016,23160,424167,142170,8429,106557,46897,22613,127215,25128,20335,104841,10024,128594,561469,45976,1501,104838,66989,8277,64227,3183
2020-08-15,106926,4205,192654,51992,627469,52838,50897,16396,13159,569637,235168,4825,27475,205851,79676,52065,33885,38930,136737,4144,99693,123199,101782,64413,71755,68088,5659,30241,60608,6980,190332,23302,424901,143704,8572,107674,47798,23018,128062,25695,20335,105882,10118,130514,570672,46321,1509,105750,67581,8462,65056,3227
2020-08-16,107667,4305,193537,52665,633592,53176,50897,16451,13220,573416,237030,5042,27656,207412,80415,52447,33885,38930,137918,4168,100212,123593,102259,65152,72136,69261,5750,30372,61305,6988,190372,23408,425508,144952,8631,108287,48342,23262,128746,26006,20335,106497,10274,131911,573557,46652,1515,106687,67854,8567,65741,3286
2020-08-17,109092,4356,194005,53077,638259,53370,51267,16536,13273,576094,238861,5215,27937,209185,81006,52829,34599,39691,138485,4197,100715,123841,102749,65716,72412,70337,5792,30563,61967,7004,190732,23500,425916,145516,8764,109062,48711,23451,129187,26760,20572,106953,10360,132750,581365,46894,1527,107421,68386,8641,66196,3331
2020-08-18,110415,4418,194920,53487,644723,53631,51255,16593,13325,579932,241677,5349,28321,210924,81847,53201,34859,40299,139125,4213,101235,124063,103402,66092,73207,71209,5846,30825,62639,7017,191113,23579,426571,146779,8951,109910,49312,23676,129839,27713,20692,107672,10441,134505,590403,47157,1530,108282,68922,8738,66196,3360
2020-08-19,111696,4485,195557,54216,650715,53901,51314,16643,13354,584047,243982,5609,28680,213220,82336,53523,35403,40926,139903,4235,101649,124415,104091,66618,74555,72476,5956,31040,63028,7036,191483,23749,427202,147925,9225,110881,49923,23870,130449,27934,20795,108411,10566,135839,598243,47521,1533,109019,69662,8807,67493,3431
2020-08-20,112737,4570,196280,54765,656288,54230,51432,16718,13409,588602,246741,5844,29110,215052,83277,54533,35890,41626,140821,4253,102229,124728,104618,67308,75449,73597,6072,31348,63584,7050,191624,23951,427803,149904,9456,112003,50669,24165,131225,28143,20871,109320,10691,138265,602989,47982,1537,109879,70180,8987,68233,3457
2020-08-21,114212,4634,196899,55652,662870,54230,51519,16770,13469,593286,249630,6072,29364,217345,84317,55331,36884,42265,141720,4286,102899,125216,104618,68133,76323,74896,6216,31626,64433,7071,191955,24095,428512,151910,9712,113046,51746,24421,131963,28846,21022,110378,10884,138790,608621,48445,1541,110857,71007,9077,69059,3524
2020-08-22,114809,4724,197895,56199,669343,54883,51519,16828,13534,597597,252222,6356,29659,219701,85317,55996,37371,43066,141720,4318,103523,125360,106044,68867,77268,76224,6376,31780,65069,7094,192510,24302,429165,153640,9849,114165,52599,24710,132763,29577,21022,111295,11135,141213,612611,48814,1553,112072,71471,9185,70009,3543
2020-08-23,115485,4789,198103,56574,674357,55143,51519,16895,13534,600571,253949,6600,29845,221594,85932,56446,37641,43066,142943,4336,104102,125360,106808,69584,77894,77035,6429,31889,65601,7107,192691,24396,429737,155113,9973,114802,53165,24937,133363,29896,21022,111988,11276,142023,615673,49115,1557,112960,71814,9273,70462,3578
2020-08-24,116045,4857,198414,56894,678846,55341,52011,16942,13639,602829,256253,6769,30057,223206,87592,56909,38523,43898,143566,4357,104669,126022,107686,70298,78405,77891,6489,32047,66010,7140,192970,24542,430145,156396,10206,115651,53522,25155,133787,30618,21302,112551,11425,142667,619052,49364,1566,113623,72161,9315,70854,3603
2020-08-25,118190,4889,199273,57374,684960,55800,52040,16962,13684,605502,258354,6984,30465,224887,88421,57606,38836,44568,144116,4369,105046,126420,108637,70707,79206,78738,6624,32348,66413,7156,193315,24606,430774,157741,10440,116495,54172,25391,134381,30720,21372,113488,11505,144364,626249,49767,1572,114626,72634,9399,71492,3632
2020-08-26,119904,4942,199459,58023,689314,55993,52220,16986,13684,608722,260590,7260,30771,227043,89359,58807,39859,45230,144960,4389,105486,126756,109480,71236,80110,80159,6785,32727,66666,7156,193652,24732,431340,158985,10772,117584,54838,25571,134889,30744,21454,114093,11571,145673,631146,50174,1577,115448,73217,9544,72260,3680
2020-08-27,121041,5022,200139,58745,694749,56343,52350,16976,13794,611991,263074,7566,31113,228750,90504,61488,40334,45978,145637,4414,106063,127124,110343,72390,80695,81696,6929,33101,67220,7194,194002,24920,432131,161076,11079,118828,55550,25761,135528,31383,21589,114598,12194,147998,639246,50557,1586,116569,73801,9633,73138,3733
2020-08-28,122879,5140,200658,59583,699749,56773,52495,17083,13851,615806,265372,7830,31376,231186,91313,62828,41027,46757,146243,4436,106664,127584,111136,73240,81294,83194,7063,33436,67852,7216,194407,25042,432767,162491,11451,120124,56260,26054,136379,31988,21683,115951,12517,149121,644872,50948,1589,117592,74420,9826,73981,3803
2020-08-29,124155,5229,201287,60378,705624,57040,52495,17349,13925,619003,267758,8139,31668,233066,92434,63612,41570,47577,146243,4492,107294,128030,111136,74257,82029,84706,7251,33753,68461,7246,194782,25178,433402,165076,11672,121320,57353,26293,137211,32550,21683,117249,12942,150646,648863,51406,1605,118809,74885,9970,74800,3795
2020-08-30,124944,5273,201661,60856,709760,57223,52495,17343,13959,621586,268973,8339,31858,235058,93313,64599,41736,48031,147867,4514,107791,128229,112526,75189,82676,85971,7340,34046,68908,7254,195098,25283,434100,166127,11786,122260,58119,26554,137900,32848,21683,118324,13322,152106,650318,51854,1616,119747,75195,10109,75337,3829
2020-08-31,126500,5310,201835,61224,713661,57424,52879,17429,13992,623471,270471,8472,32081,236724,94196,65139,42579,48396,148193,4529,108249,128533,113025,75864,82950,87176,7421,34287,69228,7275,195500,25352,437154,167309,11977,123155,58733,26713,138426,33199,21949,118992,13509,153343,654906,52107,1624,120594,75502,10249,75603,3850
2020-09-01,127234,5344,202342,61497,717908,57775,53006,17535,14049,631040,272697,8653,32353,238216,94891,65847,42940,49185,148882,4549,108863,128888,113820,76355,83584,88331,7509,34574,69633,7297,195879,25460,437757,169424,12241,124606,59398,26946,139258,33421,22002,119846,13749,155026,658601,52403,1635,121615,75977,10513,76584,3874
